Respondent_ID,Choice_Set_ID,Main_Choice,Sub_Option,Rank,Abroad Study?
13,Political Factors,A,Political stability and security in the home country,2,No plan to go
13,Political Factors,A,Abundant access to civil liberties and freedom of expression,3,No plan to go
13,Social Factors,A,Higher cost of living in socially vibrant urban areas,1,No plan to go
13,Social Factors,A,Access to diverse social networks and communities,2,No plan to go
13,Social Factors,A,Few opportunities for social interaction,3,No plan to go
13,Economic Factors,A,Higher cost of living in urban areas,1,No plan to go
13,Economic Factors,A,Access to diverse job opportunities with competitive salaries,2,No plan to go
13,Economic Factors,A,Limited availability of affordable housing options,3,No plan to go
13,Safety/Security,B,Low crime rates,1,No plan to go
13,Safety/Security,B,Active police presence,2,No plan to go
13,Safety/Security,B,Efficient emergency services,3,No plan to go
13,University Preference,A,Prestige and reputation of universities,1,No plan to go
13,University Preference,A,Few opportunity after graduation,2,No plan to go
13,University Preference,A,Limited availability of desired courses,3,No plan to go
13,Language Access,A,No requirement for language proficiency tests (IELTS/PET/TOEFL),1,No plan to go
13,Language Access,A,Majority of the population speaks a language I am fluent in,2,No plan to go
13,Language Access,A,Communication is generally easy due to fluency in the local language,3,No plan to go
13,Cultural Exposure,A,Rich cultural exposure and diversity on campus,1,No plan to go
13,Cultural Exposure,A,Limited access to cultural events,2,No plan to go
13,Cultural Exposure,A,Few opportunities for cultural exchange,3,No plan to go
13,Research Opportunities,A,Few collaborations with other researchers,1,No plan to go
13,Research Opportunities,A,Limited availability of research job opportunities after studies,2,No plan to go
13,Research Opportunities,A,Abundant research opportunities and resources available during studies,3,No plan to go
13,Environmental Factors,A,Higher cost of living in environmentally rich regions,1,No plan to go
13,Environmental Factors,A,Access to clean and sustainable living environments,2,No plan to go
13,Environmental Factors,A,Limited availability of outdoor recreational activities,3,No plan to go
14,Education Quality,A,High-quality education,1,No plan to go
14,Education Quality,A,Moderately priced tuition fees,2,No plan to go
14,Education Quality,A,Limited availability of scholarships,3,No plan to go
14,Career Prospects,A,Higher paygrade,1,No plan to go
14,Career Prospects,A,Strong career prospects and job opportunities post-graduation,2,No plan to go
14,Career Prospects,A,Limited availability of part-time job opportunities during studies,3,No plan to go
14,Political Factors,A,Political stability and security in the home country,1,No plan to go
14,Political Factors,A,Abundant access to civil liberties and freedom of expression,2,No plan to go
14,Political Factors,A,Lower living expenses due to economic challenges,3,No plan to go
14,Social Factors,A,Access to diverse social networks and communities,1,No plan to go
14,Social Factors,A,Few opportunities for social interaction,2,No plan to go
14,Social Factors,A,Higher cost of living in socially vibrant urban areas,3,No plan to go
14,Safety/Security,B,Efficient emergency services,1,No plan to go
14,Safety/Security,B,Low crime rates,2,No plan to go
14,Safety/Security,B,Active police presence,3,No plan to go
14,University Preference,A,Prestige and reputation of universities,1,No plan to go
14,University Preference,A,Few opportunity after graduation,2,No plan to go
14,University Preference,A,Limited availability of desired courses,3,No plan to go
14,Language Access,B,Different primary language spoken requiring language adaptation,1,No plan to go
14,Language Access,B,Some level of language barrier may exist making communication less straightforward,2,No plan to go
14,Language Access,B,Requirement for language proficiency tests (IELTS/PET/TOEFL),3,No plan to go
14,Cultural Exposure,B,Limited cultural exposure and diversity on campus,1,No plan to go
14,Cultural Exposure,B,Greater opportunities for cultural exchange,2,No plan to go
14,Cultural Exposure,B,Accessible cultural events,3,No plan to go
14,Research Opportunities,B,High collaborations with other researchers,1,No plan to go
14,Research Opportunities,B,Abundant availability of research job opportunities after studies,2,No plan to go
14,Research Opportunities,B,Limited research opportunities and resources available during studies,3,No plan to go
14,Environmental Factors,B,Abundant availability of outdoor recreational activities,1,No plan to go
14,Environmental Factors,B,Exposure to environmental pollution and degradation,2,No plan to go
14,Environmental Factors,B,Lower cost of living in environmentally diverse regions,3,No plan to go
15,Education Quality,B,Abundant availability of scholarships,1,No plan to go
15,Education Quality,B,Moderate-quality education,2,No plan to go
15,Education Quality,B,High tuition fees,3,No plan to go
15,Career Prospects,A,Higher paygrade,1,No plan to go
15,Career Prospects,A,Strong career prospects and job opportunities post-graduation,2,No plan to go
15,Career Prospects,A,Limited availability of part-time job opportunities during studies,3,No plan to go
15,Political Factors,B,Political instability and unrest in the home country,1,No plan to go
15,Political Factors,B,Higher living expenses due to economic challenges,2,No plan to go
15,Political Factors,B,Limited access to civil liberties and freedom of expression,3,No plan to go
15,Social Factors,B,Abundant opportunities for social interaction,1,No plan to go
15,Social Factors,B,Lower cost of living in quieter areas,2,No plan to go
15,Social Factors,B,Limited social integration and community engagement,3,No plan to go
15,Economic Factors,A,Higher cost of living in urban areas,1,No plan to go
15,Economic Factors,A,Access to diverse job opportunities with competitive salaries,2,No plan to go
15,Economic Factors,A,Limited availability of affordable housing options,3,No plan to go
15,Safety/Security,B,Active police presence,1,No plan to go
15,Safety/Security,B,Efficient emergency services,2,No plan to go
15,Safety/Security,B,Low crime rates,3,No plan to go
15,University Preference,B,Moderately prestige and reputation of universities,1,No plan to go
15,University Preference,B,Diverse availability of desired courses,2,No plan to go
15,University Preference,B,More opportunity after graduation,3,No plan to go
15,Language Access,A,No requirement for language proficiency tests (IELTS/PET/TOEFL),1,No plan to go
15,Language Access,A,Majority of the population speaks a language I am fluent in,2,No plan to go
15,Language Access,A,Communication is generally easy due to fluency in the local language,3,No plan to go
15,Cultural Exposure,A,Rich cultural exposure and diversity on campus,1,No plan to go
15,Cultural Exposure,A,Limited access to cultural events,2,No plan to go
15,Cultural Exposure,A,Few opportunities for cultural exchange,3,No plan to go
15,Research Opportunities,A,Abundant research opportunities and resources available during studies,1,No plan to go
15,Research Opportunities,A,Few collaborations with other researchers,2,No plan to go
15,Research Opportunities,A,Limited availability of research job opportunities after studies,3,No plan to go
15,Environmental Factors,B,Abundant availability of outdoor recreational activities,1,No plan to go
15,Environmental Factors,B,Exposure to environmental pollution and degradation,2,No plan to go
15,Environmental Factors,B,Lower cost of living in environmentally diverse regions,3,No plan to go
16,Education Quality,A,Moderately priced tuition fees,1,No plan to go
16,Education Quality,A,High-quality education,2,No plan to go
16,Education Quality,A,Limited availability of scholarships,3,No plan to go
16,Career Prospects,B,Abundant availability of part-time job opportunities during studies,1,No plan to go
16,Career Prospects,B,Lower paygrade,2,No plan to go
16,Career Prospects,B,Moderate career prospects and job opportunities post-graduation,3,No plan to go
16,Political Factors,B,Higher living expenses due to economic challenges,1,No plan to go
16,Political Factors,B,Political instability and unrest in the home country,2,No plan to go
16,Political Factors,B,Limited access to civil liberties and freedom of expression,3,No plan to go
16,Social Factors,B,Abundant opportunities for social interaction,1,No plan to go
16,Social Factors,B,Lower cost of living in quieter areas,2,No plan to go
16,Social Factors,B,Limited social integration and community engagement,3,No plan to go
16,Economic Factors,B,Higher cost of living in urban areas,1,No plan to go
16,Economic Factors,B,Access to diverse job opportunities with competitive salaries,2,No plan to go
16,Economic Factors,B,Limited availability of affordable housing options,3,No plan to go
16,Safety/Security,B,Active police presence,1,No plan to go
16,Safety/Security,B,Efficient emergency services,2,No plan to go
16,Safety/Security,B,Low crime rates,3,No plan to go
16,University Preference,A,Few opportunity after graduation,1,No plan to go
16,University Preference,A,Prestige and reputation of universities,2,No plan to go
16,University Preference,A,Limited availability of desired courses,3,No plan to go
16,Language Access,A,Majority of the population speaks a language I am fluent in,1,No plan to go
16,Language Access,A,Communication is generally easy due to fluency in the local language,2,No plan to go
16,Language Access,A,No requirement for language proficiency tests (IELTS/PET/TOEFL),3,No plan to go
16,Cultural Exposure,A,Limited access to cultural events,1,No plan to go
